Category,Complaint Description,Staff Assignment,Auto Priority,Auto Severity,text_length,word_count
Medical Assistance,A passenger has suddenly collapsed and needs immediate medical emergency attention but there is no doctor available on this train,Station Master,High,Critical,129,20
Passengers Behaviour,A group is singing loudly and clapping hands continuously disturbing others who want to rest quietly or sleep during the night journey,TTE Staff,Medium,Medium,134,22
Security,There are suspicious looking people standing in the corridor staring at passenger bags and valuables as if planning to commit theft,RPF Security,High,High,131,21
Coach - Cleanliness,I am reporting that sanitation hygiene standards are extremely poor in this train compartment and it poses serious health risks and is unsafe for passengers,Housekeeping Staff,High,Critical,156,25
Security,I am facing misbehavior from strangers in the seat.,RPF Security,High,Critical,51,9
Passenger Amenities,The issue is issue and passengers cannot issue.,TTE Staff,Medium,Medium,47,8
Medical Assistance,A passenger is having epileptic seizure fit and needs immediate medical help intervention to prevent injury and provide proper care during episode This happened during my recent journey.,Station Master,High,Critical,186,28
Bed Roll,The pillow is completely flat hard and provides absolutely no support for neck and head causing severe neck pain and discomfort while sleeping,Housekeeping Staff,Low,Low,142,23
Catering,The pickle and chutney sachets provided are leaking and expired based on the manufacturing date printed on the small packaging label,Catering Staff,Medium,Medium,132,21
Water Availability,The hot water heating system is not working at all in the AC coach and only cold water comes out even after waiting This happened during my recent journey.,Maintenance Staff,Low,Low,155,29
Bed Roll,Bedroll was not issue despite issue.,Housekeeping Staff,Low,Low,36,6
Bed Roll,The bedroll provided to me is very visibly dirty and smells strongly of accumulated sweat from previous passengers and is very completely unusable unhygienic,Housekeeping Staff,Medium,Medium,157,24
Coach - Maintenance,The sliding window is stuck jammed and cannot be moved opened or closed at all despite applying force making ventilation impossible,Maintenance Staff,Low,Low,131,21
Miscellaneous,I am reporting that confusion regarding coach position display on platform board as actual coach location was completely different from what was shown on indicator,Station Master,Medium,Medium,163,25
Medical Assistance,A pregnant woman passenger is in active labor and needs urgent emergency medical assistance and should be taken to nearest hospital immediately,Station Master,High,Critical,143,22
Passengers Behaviour,I am reporting that someone stole my shoes sandals while i was sleeping comfortably at night and i woke up to find them completely missing from under seat,RPF Security,Medium,High,154,28
Staff Behaviour,Staff member issue despite issue.,Maintenance Staff,High,High,33,5
Corruption,The railway staff is very giving preferential treatment to certain passengers who pay extra money which is very discrimination and corruption against honest passengers,Station Master,High,High,167,24
Bed Roll,No bedding was provided to me even after making full payment at the time of ticket booking and staff refuses to give any I am very disappointed with this.,TTE Staff,High,High,154,29
Medical Assistance,Someone is having a severe heart attack chest pain and we urgently need a doctor and medical help immediately to save life,Station Master,High,Critical,122,22
Staff Behaviour,The TTE ticket checker was extremely rude arrogant when I politely asked simple question about my seat allocation and spoke very disrespectfully This needs urgent attention.,TTE Staff,Medium,Medium,173,26
Punctuality,The train is running many hours late without any information.,Station Master,Medium,Medium,61,10
Water Availability,The water coming out has a very foul smell and appears dirty contaminated and unfit for drinking or washing purposes definitely,Maintenance Staff,High,Critical,127,21
Coach - Cleanliness,There are cockroaches in the coach seat causing discomfort to passengers.,Housekeeping Staff,High,High,73,11
Staff Behaviour,The ticket collector was visibly drunk on duty and misbehaving with passengers using inappropriate language and stumbling while walking in aisle I am very disappointed with this.,Station Master,High,Critical,178,27
Catering,The food tray and plates are dirty unwashed and have leftover meal stuck on them from previous passengers who used them before,Catering Staff,High,High,126,22
Staff Behaviour,The attendant refused to provide any assistance when called repeatedly despite seeing me struggling with heavy luggage and needing help This happened during my recent journey.,TTE Staff,Medium,Medium,175,26
Coach - Maintenance,The window glass pane is broken completely shattered with sharp pieces exposed creating serious injury risk for passengers sitting nearby touching it I am very disappointed with this.,Maintenance Staff,High,Critical,183,28
Security,Drunkards are creating a loud scene fighting violently with each other in the coach disturbing other passengers and creating unsafe environment,RPF Security,High,High,143,21
Miscellaneous,Mobile cellular network connectivity issue on this route is extremely horrible with no signal making it impossible to make emergency calls for help,Station Master,Low,Low,147,23
Passengers Behaviour,Someone is snoring extremely loudly at night and disturbing everyone's sleep in the entire bay area making it impossible to rest properly,TTE Staff,Low,Low,137,22
Coach - Maintenance,The automatic door sensor is malfunctioning not working and the door is not opening at all making it difficult to enter or exit,Maintenance Staff,High,High,127,23
Catering,There is no variety in the cuisine menu and only 2-3 basic items are available for an entire 24 hour long journey,Catering Staff,Low,Low,113,22
Water Availability,The tap has been empty since departure.,Maintenance Staff,Medium,Medium,39,7
Water Availability,The tap has been dry since morning.,Maintenance Staff,High,Critical,35,7
Miscellaneous,Train name was changed without proper advance notice given to passengers who were waiting for originally scheduled train at the station platform,Station Master,Medium,Medium,144,22
Bed Roll,The issue is issue and issue.,Housekeeping Staff,Low,Low,29,6
Coach - Maintenance,I am reporting that the door closer mechanism spring is not working properly and the door remains open all the time letting dust and noise enter coach,Maintenance Staff,Medium,Medium,150,27
Electrical Equipment,The ceiling fan in the coach is not working at all and it is extremely hot stuffy inside making it very uncomfortable for passengers,Maintenance Staff,High,High,132,24
Corruption,The contractor vendor staff is selling food items at inflated prices much higher than MRP and pocketing extra money as black income,Station Master,Medium,Medium,131,22
Water Availability,The water filter purification system appears to be broken and the water coming out looks muddy brown and contaminated with particles,Maintenance Staff,High,High,132,21
Corruption,There is issue happening by issue.,Station Master,Medium,Medium,34,6
Passengers Behaviour,People are issue making the journey issue.,TTE Staff,Low,Low,42,7
Corruption,The railway staff is giving preferential treatment to certain passengers who pay extra money which is discrimination and corruption against honest passengers This needs urgent attention.,Station Master,High,High,186,26
Security,There are suspicious activities going on in the pantry car area with unauthorized people entering and staff looking nervous scared,RPF Security,Medium,High,130,20
Miscellaneous,GST tax issue on ticket amount as I was charged incorrect higher tax percentage than what is legally applicable according to government rules This happened during my recent journey.,Station Master,Low,Low,181,29
Security,There is a stalking incident happening right now in the coach where a man is continuously following a woman passenger despite her objections,RPF Security,High,Critical,140,23
Medical Assistance,A passenger has suddenly collapsed and needs immediate medical emergency attention but there is no doctor available on this train This happened during my recent journey.,Station Master,High,Critical,169,26
Unreserved Ticketing,The online booking website system crashed during payment and I was charged multiple times for single ticket without getting confirmation receipt,Station Master,High,High,144,21
Coach - Maintenance,I am reporting that the folding tray table is broken and will not lock in place properly and keeps falling down making it useless for eating or working,Maintenance Staff,Low,Low,151,28
Bed Roll,The pillow cover has visible dark stains marks and appears unwashed with hair strands stuck on it from previous users which is disgusting I am very disappointed with this.,Housekeeping Staff,Medium,Medium,171,29
Catering,The snack contains plastic and is contaminated.,Catering Staff,Low,Low,47,7
Coach - Cleanliness,The cleaning maintenance chart displayed shows the toilet was cleaned recently but it is actually filthy contradicting the official records,Housekeeping Staff,Medium,Medium,139,20
Miscellaneous,GST tax issue on ticket amount as I was charged incorrect higher tax percentage than what is legally applicable according to government rules,Station Master,Low,Low,141,23
Corruption,Staff is issue and issue.,Station Master,Medium,Medium,25,5
Electrical Equipment,The switch is not functioning and needs urgent repair.,Maintenance Staff,High,High,54,9
Miscellaneous,Platform was suddenly changed at the very last minute without proper announcement causing panic confusion and passengers running with heavy luggage,Station Master,High,High,147,21
Passengers Behaviour,Someone is spitting gutka tobacco from the open window and making a disgusting mess on the outer wall of the train,TTE Staff,Medium,Medium,114,21
Security,There is no lady constable female police officer available for addressing women passenger safety complaints and concerns in this train,Station Master,High,High,134,20
Catering,The food containers and serving dishes are made of low quality plastic that melts when hot food is kept inside releasing harmful chemicals,Catering Staff,High,High,138,23
Medical Assistance,A passenger has suffered serious head injury bleeding from a fall and needs immediate first aid bandaging and medical treatment urgently,Station Master,High,Critical,136,21
Medical Assistance,Someone is having severe allergic reaction anaphylaxis and needs emergency medication injection immediately to prevent death or serious complications,Station Master,High,Critical,149,19
Electrical Equipment,There is a strong burning plastic smell coming from the electrical control panel and it might catch fire soon if not checked,Maintenance Staff,High,Critical,124,22
Security,There was a serious robbery attempt in our coach last night when armed men tried to loot passengers but were chased away somehow,RPF Security,High,Critical,128,23
Staff Behaviour,The catering pantry staff spoke extremely abusively rudely when I complained about poor food quality and refused to address my genuine concern I am very disappointed with this.,Catering Staff,Medium,Medium,176,28
Coach - Cleanliness,The vestibule connecting area smells exactly like a public urinal and is absolutely disgusting to pass through while moving between coaches,Housekeeping Staff,High,High,139,21
Coach - Cleanliness,There are lizards crawling on the walls of the coach scaring the children nearby and making passengers feel uncomfortable and unsafe,Housekeeping Staff,Low,Low,132,21
Catering,The pantry car kitchen area is visible from outside and looks extremely dirty unhygienic with flies buzzing around food preparation zone This needs urgent attention.,Catering Staff,High,Critical,165,25
Staff Behaviour,The maintenance staff is not responding at all to urgent critical repair requests despite multiple complaints about broken facilities in coach,Maintenance Staff,High,High,142,21
Water Availability,Water is not flowing from the tap making it unusable.,Maintenance Staff,High,High,53,10
Electrical Equipment,The ceiling fan in the coach is not working at all and it is extremely hot stuffy inside making it very uncomfortable for passengers I am very disappointed with this.,Maintenance Staff,High,High,166,30
Water Availability,The main water storage tank is completely empty and needs to be refilled immediately at the next station for passenger use,Maintenance Staff,High,High,122,21
Passenger Amenities,I am reporting that the mobile charging point is not working at all and i cannot charge my phone which is essential for emergency communication during travel,Maintenance Staff,Low,Low,157,27
Corruption,The TTE is allowing ticketless passengers to travel by taking bribe money from them instead of taking proper action as per railway rules,Station Master,High,Critical,136,23
Bed Roll,The mattress provided is extremely thin and uncomfortable to sleep on providing no cushioning or support for back and body during night This happened during my recent journey.,Maintenance Staff,Low,Low,175,28
Catering,The breakfast served has egg shells mixed in the omelette indicating careless preparation and lack of quality control by cooking staff,Catering Staff,Medium,Medium,134,21
Punctuality,There was no announcement about the schedule change.,Station Master,High,High,52,8
Staff Behaviour,The ticket collector was visibly drunk on duty and misbehaving with passengers using inappropriate language and stumbling while walking in aisle,Station Master,High,Critical,144,21
Medical Assistance,A child is having very severe breathing difficulty asthma attack and needs immediate medical attention oxygen and emergency medication now,Station Master,High,Critical,138,20
Medical Assistance,A diabetic patient needs insulin injection medicine immediately but there is no medical facility or first aid kit available in coach,Station Master,High,High,132,21
Medical Assistance,Someone is having severe pain and requires hospital admission.,Station Master,High,Critical,62,9
Miscellaneous,The IRCTC mobile app is not working properly at all for booking tickets and keeps crashing freezing making it impossible to complete reservation,Station Master,Low,Low,144,23
Catering,The breakfast meal was served over 2 hours late without any prior notice explanation or apology from the catering staff members,Catering Staff,Medium,Medium,127,21
Security,I saw someone carrying a dangerous weapon knife in their bag and I am terrified scared for my safety and other passengers around,RPF Security,High,Critical,128,23
Bed Roll,No issue was given even after issue.,Housekeeping Staff,Medium,Medium,36,7
Water Availability,The water tap is broken damaged and water is gushing out continuously non-stop wasting large quantities and flooding the floor area,Maintenance Staff,High,High,131,21
Unreserved Ticketing,The tatkal emergency ticket booking system is not working properly during the specified time slot preventing passengers from booking urgent tickets This happened during my recent journey.,Station Master,Medium,Medium,187,27
Bed Roll,The bedroll was extremely not delivered at all even after multiple requests to TTE and attendant staff despite having paid full amount during booking,TTE Staff,High,High,149,24
Passengers Behaviour,I am reporting that someone is visibly drunk and creating nuisance disturbance for other passengers in the coach by behaving inappropriately and stumbling around,RPF Security,High,High,161,24
Passengers Behaviour,Unauthorized ticketless people are sitting in the reserved coach without proper tickets and refusing to leave despite multiple warnings from staff This happened during my recent journey.,TTE Staff,High,High,186,27
Unreserved Ticketing,My e-ticket was not accepted recognized by the TTE and I was asked to pay again full fare which is unfair and wrong practice,TTE Staff,High,High,124,24
Water Availability,There is absolutely no water supply at all in the washbasin tap for hand washing after using toilet facilities in our coach This needs urgent attention.,Maintenance Staff,High,High,152,26
Security,My expensive luggage bag was stolen from the overhead rack while I was sleeping at night and nobody noticed the theft happen,RPF Security,High,Critical,124,22
Security,People traveling without valid tickets are aggressively threatening us verbally for our reserved confirmed seats and refusing to move away quietly,TTE Staff,High,High,146,21
Coach - Cleanliness,The floor area near the dustbin waste container is covered in sticky liquid spillages and food waste that has not been cleaned,Housekeeping Staff,Medium,Medium,126,22
Corruption,The railway staff demanded bribe money for providing basic services that should be free and refused to help without payment which is very corruption,Station Master,High,Critical,148,24
Punctuality,"Due to technical issues, the journey is delayed by too long.",Station Master,High,Critical,60,11
Passengers Behaviour,Someone is openly harassing and stalking a solo female traveler in the coach continuously following her everywhere making her feel unsafe,RPF Security,High,Critical,137,21
Electrical Equipment,There are dangerous sparks coming from the electrical socket outlet which is very dangerous fire hazard and could electrocute passengers touching it,Maintenance Staff,High,Critical,148,22
Unreserved Ticketing,I was charged full fare for a confirmed ticket but received a waitlisted ticket status which is completely wrong and unfair to passengers,Station Master,High,High,137,23
Passenger Amenities,There is no hand sanitizer or soap provided in the washroom for passengers to wash hands after using toilet which is unhygienic practice I am very disappointed with this.,Housekeeping Staff,Medium,Medium,170,29
Bed Roll,The issue provided is issue and issue.,TTE Staff,Medium,Medium,38,7
Water Availability,Water is very slow from the tap making it impossible.,Maintenance Staff,High,High,53,10
Staff Behaviour,Railway staff is issue and not issue.,Station Master,High,Critical,37,7
Security,There is a complete lack of regular patrolling by GRP police force in this train especially during night time hours raising security concerns,Station Master,High,High,141,23
Miscellaneous,The train route was diverted to different path without informing passengers in advance causing confusion and making people miss their planned station stops,Station Master,High,High,155,23
Bed Roll,The pillow is completely flat hard and provides absolutely no support for neck and head causing severe neck pain and discomfort while sleeping,Housekeeping Staff,Low,Low,142,23
Coach - Cleanliness,The seat is covered with dust making it difficult to use.,Housekeeping Staff,Low,Low,57,11
Catering,The catering staff is not wearing proper uniform gloves or hair nets while handling and serving food to passengers violating hygiene rules,Catering Staff,Medium,Medium,138,22
Passengers Behaviour,The passenger in seat number 40 is very smoking cigarette inside the closed coach toilet and the smoke smell is very spreading everywhere,TTE Staff,High,High,137,23
Coach - Maintenance,The emergency exit door is blocked by heavy luggage and cannot be accessed in case of emergency evacuation which is serious safety violation,Maintenance Staff,High,Critical,140,23
Security,A passenger is being brutally beaten up physically assaulted by a violent group of goons in the next coach and nobody is helping intervene,RPF Security,High,Critical,138,24
Electrical Equipment,The charging point electrical socket near my seat is not working at all and I cannot charge my mobile phone laptop or any devices,Maintenance Staff,Low,Low,129,24
Bed Roll,The mattress provided is very extremely thin and uncomfortable to sleep on providing no cushioning or support for back and body during night,Maintenance Staff,Low,Low,140,23
Punctuality,The train is moving slowly causing passengers to miss their plans.,TTE Staff,High,High,66,11
Passenger Amenities,There is no hand sanitizer or soap provided in the washroom for passengers to wash hands after using toilet which is unhygienic practice,Housekeeping Staff,Medium,Medium,136,23
Catering,The soup served is completely bland tasteless with no salt or spices added and is basically just colored hot water,Catering Staff,Low,Low,114,20
Staff Behaviour,The railway staff is not helping passengers with genuine queries and problems and behaving very unprofessionally and carelessly on duty,Station Master,Medium,Medium,135,20
Water Availability,The water pressure from the tap is too low and barely any water trickles out making it useless for washing hands properly,Maintenance Staff,Medium,Medium,121,22
Punctuality,The train stopped in the middle of nowhere for several hours without any explanation announcement leaving passengers confused and worried,Station Master,High,High,137,20
Electrical Equipment,The power backup supply system has completely failed and there is no electricity in the coach even though railway is moving normally,Maintenance Staff,High,Critical,132,22
Corruption,The luggage porter is demanding excessive money much more than prescribed rates and threatening passengers if they refuse to pay extra amount,Station Master,Medium,Medium,141,22
Catering,The food does not match the description shown in the menu pictures and looks completely different with poor presentation and appearance,Catering Staff,Low,Low,135,21
Coach - Cleanliness,The toilet commode seat is covered with dirty shoe prints and mud marks from passengers standing on it improperly while using,Housekeeping Staff,Medium,Medium,125,21
Unreserved Ticketing,I am reporting that the reservation chart is not displayed on the coach board making it impossible for passengers to locate their seats and causing confusion chaos,TTE Staff,Medium,Medium,163,27
Security,A stranger passenger is repeatedly asking me intrusive personal questions about my family address and travel plans making me feel unsafe uncomfortable,TTE Staff,Medium,Medium,150,22
Electrical Equipment,The reading light above my berth is continuously flickering on and off rapidly making it impossible to read books or use properly,Maintenance Staff,Low,Low,129,22
Miscellaneous,Luggage policy rules are unclear and confusing on railway website for passengers making it difficult to understand what is allowed or prohibited This needs urgent attention.,Station Master,Low,Low,173,26
Passengers Behaviour,Someone is very drying their wet clothes by hanging them on the ceiling fan blades in the coach which looks inappropriate and unhygienic,TTE Staff,Low,Low,136,23
Unreserved Ticketing,I am reporting that i was denied refund money even though i canceled the ticket well within the allowed time limit as per official railway refund rules,Station Master,High,High,151,27
Security,There is an unclaimed suspicious object package that looks like a bomb explosive device lying under the seat causing panic among passengers,RPF Security,High,Critical,139,22
Electrical Equipment,The lights in the entire coach compartment are not working at all and it is completely pitch dark making it impossible to see anything I am very disappointed with this.,Maintenance Staff,High,Critical,168,30
Coach - Cleanliness,The housekeeping attendant staff member rudely refused to pristine the vomit near the door despite multiple polite requests from passengers,Housekeeping Staff,High,High,139,20
Unreserved Ticketing,I was denied refund money even though I canceled the ticket well within the allowed time limit as per official railway refund rules I am very disappointed with this.,Station Master,High,High,165,29
Miscellaneous,Luggage policy rules are unclear and confusing on railway website for passengers making it difficult to understand what is allowed or prohibited I am very disappointed with this.,Station Master,Low,Low,178,28
Medical Assistance,Urgent medical help needed for sick person.,Station Master,High,High,43,7
Medical Assistance,An elderly passenger is lying unconscious and completely unresponsive and we need immediate medical attention to check vitals and provide care,Station Master,High,Critical,142,21
Coach - Cleanliness,There is a dead rat smell coming from somewhere inside the coach ceiling or ventilation system making everyone nauseous and sick,Housekeeping Staff,High,Critical,128,21
Miscellaneous,Confusion regarding coach position display on platform board as actual coach location was completely different from what was shown on indicator,Station Master,Medium,Medium,143,21
Passenger Amenities,The luggage rack is broken sagging and cannot hold weight of bags safely as it might collapse anytime causing injury or damage,Maintenance Staff,High,High,126,22
Passenger Amenities,The magazine newspaper rack holder is very broken and there are no reading materials provided for passengers during the long journey time,TTE Staff,Low,Low,137,22
Security,A chain snatching incident happened in the next bay just now and the thief ran away before anyone could catch or stop him,RPF Security,High,Critical,121,23
Miscellaneous,The mobile app showed completely wrong PNR status information to me causing confusion about my actual ticket confirmation status before journey,Station Master,Low,Low,143,21
Passengers Behaviour,Children are continuously running up and down the corridor screaming loudly and disturbing other passengers trying to rest or sleep peacefully,TTE Staff,Low,Low,142,21
Catering,The food meal was served completely cold and not heated properly in microwave making it unpalatable and unappetizing to eat This needs urgent attention.,Catering Staff,Low,Low,152,24
Unreserved Ticketing,The reservation chart is not displayed on the coach board making it impossible for passengers to locate their seats and causing confusion chaos This happened during my recent journey.,TTE Staff,Medium,Medium,183,29
Unreserved Ticketing,The tatkal emergency ticket booking system is not working properly during the specified time slot preventing passengers from booking urgent tickets,Station Master,Medium,Medium,147,21
Passengers Behaviour,Two passengers are fighting loudly shouting at each other and disturbing the peace of entire compartment with their aggressive argument behavior I am very disappointed with this.,RPF Security,High,Critical,178,27
Electrical Equipment,The charging point electrical socket near my seat is not working at all and I cannot charge my mobile phone laptop or any devices This needs urgent attention.,Maintenance Staff,Low,Low,158,28
Corruption,The pantry staff is not issuing proper bills for food purchased and taking cash payments without recording them for tax evasion purposes,Station Master,Medium,Medium,136,22
Coach - Cleanliness,I found rats in the floor which is disgusting and needs immediate cleaning.,Housekeeping Staff,High,High,75,13
Water Availability,The water filter purification system appears to be broken and the water coming out looks muddy brown and contaminated with particles,Maintenance Staff,High,High,132,21
Bed Roll,The bedsheet is damp wet and smells of mildew fungus indicating it was not properly dried before being packed and distributed to passengers,Housekeeping Staff,Medium,Medium,139,23
Coach - Maintenance,The headrest cushion is completely missing from the seat and there is no neck support making long journey very uncomfortable for passengers,Maintenance Staff,Low,Low,139,22
Medical Assistance,Someone is having a severe heart attack chest pain and we urgently need a doctor and medical help immediately to save life This needs urgent attention.,Station Master,High,Critical,151,26
Staff Behaviour,The maintenance staff is not responding at all to urgent critical repair requests despite multiple complaints about broken facilities in coach,Maintenance Staff,High,High,142,21
Catering,The snacks served have crossed the expiry date printed on the package and should not have been sold to passengers for consumption,Catering Staff,High,Critical,129,22
Corruption,Staff is issue and issue.,Station Master,High,Critical,25,5
Coach - Maintenance,The issue is issue and issue.,Maintenance Staff,High,Critical,29,6
Bed Roll,The bedroll provided to me is visibly dirty and smells strongly of accumulated sweat from previous passengers and is completely unusable unhygienic This needs urgent attention.,Housekeeping Staff,Medium,Medium,176,26
Punctuality,The railway departed from station much earlier than scheduled time and I missed catching it despite reaching platform 10 minutes before departure,Station Master,High,High,145,22
Coach - Maintenance,The berth folding chain mechanism is broken damaged and the berth keeps falling down dangerously which could seriously injure passengers sleeping below,Maintenance Staff,High,Critical,151,22
Punctuality,There was no update about the delay.,Station Master,High,High,36,7
Coach - Maintenance,The sliding window is stuck jammed and cannot be moved opened or closed at all despite applying force making ventilation impossible I am very disappointed with this.,Maintenance Staff,Low,Low,165,27
Unreserved Ticketing,The ticket booking counter staff is extremely slow inefficient and taking very long time to issue tickets causing passengers to miss trains,Station Master,Medium,Medium,139,22
Medical Assistance,A passenger is having epileptic seizure fit and needs immediate medical help intervention to prevent injury and provide proper care during episode,Station Master,High,Critical,146,22
Miscellaneous,I am reporting that train name was changed without proper advance notice given to passengers who were waiting for originally scheduled train at the station platform,Station Master,Medium,Medium,164,26
Coach - Cleanliness,Plastic wrappers empty bottles and food packaging are scattered everywhere on the floor making the coach look like a dumping ground I am very disappointed with this.,Housekeeping Staff,Medium,Low,165,27
Passenger Amenities,The issue is issue and passengers cannot issue.,Maintenance Staff,High,High,47,8
Coach - Maintenance,My seat is physically broken and the cushion padding is torn exposing sharp metal springs underneath which could cause injury to passengers,Maintenance Staff,High,High,139,22
Bed Roll,No issue was given even after issue.,Housekeeping Staff,Low,Low,36,7
Water Availability,The main water storage tank is completely empty and demands to be refilled immediately at the next station for passenger use,Maintenance Staff,High,High,124,21
Catering,The bottled water provided is not sealed properly and the cap has already been opened before giving it to passengers for drinking,Catering Staff,High,High,129,22
Corruption,There is issue happening by issue.,Station Master,High,Critical,34,6
Coach - Maintenance,I am reporting that the sliding window is stuck jammed and cannot be moved opened or closed at all despite applying force making ventilation impossible,Maintenance Staff,Low,Low,151,25
Security,People traveling without valid tickets are aggressively threatening us verbally for our reserved confirmed seats and refusing to move away quietly,TTE Staff,High,High,146,21
Punctuality,I am reporting that the coach composition and formation was changed without notice and my reserved coach is missing from the train completely today,TTE Staff,High,High,147,24
Electrical Equipment,The lights in the entire coach compartment are not working at all and it is completely pitch dark making it impossible to see anything,Maintenance Staff,High,Critical,134,24
Bed Roll,The bedroll was not delivered at all even after multiple requests to TTE and attendant staff despite having paid full amount during booking,TTE Staff,High,High,139,23
Passengers Behaviour,People are deliberately blocking the doorway entrance with their heavy luggage preventing others from passing through easily and causing obstruction,TTE Staff,Medium,Medium,148,20
Corruption,The luggage porter is demanding excessive money much more than prescribed rates and threatening passengers if they refuse to pay extra amount This happened during my recent journey.,Station Master,Medium,Medium,181,28
Catering,I am reporting that the packaged drinking water bottle appears to be local brand instead of standard branded mineral water mentioned in official catering menu,Catering Staff,Medium,Medium,158,25
Passengers Behaviour,Co-passengers are issue and disturbing issue.,TTE Staff,Low,Low,45,6
Catering,The catering staff is loudly arguing fighting with each other near the pantry car disturbing passengers and creating unprofessional atmosphere,Catering Staff,Low,Low,142,20
Passenger Amenities,There is no mirror provided in the coach area and passengers cannot check their appearance or groom themselves properly during journey,TTE Staff,Low,Low,134,21
Corruption,The cleaning contractor is not paying proper wages to housekeeping staff and keeping majority of payment as commission which is exploitation I am very disappointed with this.,Station Master,Medium,Medium,174,27
Security,I am facing threats from unknown persons in the under berth.,RPF Security,High,Critical,60,11
Bed Roll,The pillow cover has visible dark stains marks and appears unwashed with hair strands stuck on it from previous users which is disgusting,Housekeeping Staff,Medium,Medium,137,23
Passenger Amenities,I am reporting that there is no hand sanitizer or soap provided in the washroom for passengers to wash hands after using toilet which is unhygienic practice,Housekeeping Staff,Medium,Medium,156,27
Coach - Cleanliness,The toilet was not cleaned at the last station and is now completely unusable with waste overflowing from the commode everywhere,Housekeeping Staff,High,High,128,21
Corruption,The railway employee demanded bribe money for providing basic services that should be free and refused to help without payment which is corruption,Station Master,High,Critical,146,23
Passengers Behaviour,Someone is visibly drunk and creating nuisance disturbance for other passengers in the coach by behaving inappropriately and stumbling around,RPF Security,High,High,141,20
Medical Assistance,A child is having very severe breathing difficulty asthma attack and needs immediate medical attention oxygen and emergency medication now This happened during my recent journey.,Station Master,High,Critical,178,26
Security,A stranger man is insisting on sitting next to me touching me and absolutely refusing to leave despite my repeated objections requests This needs urgent attention.,RPF Security,High,High,163,26
Coach - Maintenance,My seat is issue making it issue.,Maintenance Staff,Low,Low,33,7
Staff Behaviour,The attendant refused to provide any assistance when called repeatedly despite seeing me struggling with heavy luggage and needing help I am very disappointed with this.,TTE Staff,Medium,Medium,169,26
Coach - Cleanliness,The floor is heavily littered with peanut shells empty plastic water bottles and food wrappers scattered everywhere making walking difficult,Housekeeping Staff,Medium,Low,140,20
Coach - Cleanliness,There are cockroaches in the coach floor causing disturbance to passengers.,Maintenance Staff,High,Critical,75,11
Coach - Maintenance,I am reporting that the door handle broke off completely in my hand while opening and is now sharp and dangerous causing cut injury on my palm,Maintenance Staff,Medium,Medium,142,27
Passengers Behaviour,A co-passenger is rudely refusing to switch off the light at night time for sleeping despite multiple polite requests from other berth holders,TTE Staff,Low,Low,142,23
Corruption,The issue demanded issue for issue.,Station Master,High,Critical,35,6
Unreserved Ticketing,My confirmed reserved ticket status was suddenly changed to RAC without any notification information or explanation from railway authorities before journey,TTE Staff,High,High,155,21
Bed Roll,The bedroll was not delivered at all even after multiple requests to TTE and attendant staff despite having paid full amount during booking I am very disappointed with this.,TTE Staff,High,High,173,29
Corruption,The issue asked for issue to issue.,Station Master,High,Critical,35,7
Passengers Behaviour,Co-passengers are playing extremely loud music on bluetooth speakers and disturbing everyone trying to sleep rest or work during journey,TTE Staff,Medium,Medium,136,20
Medical Assistance,There is no first aid medical kit box available in the coach during this medical emergency which could help provide basic immediate treatment I am very disappointed with this.,Station Master,High,High,175,29
Unreserved Ticketing,I was denied refund money even though I canceled the ticket well within the allowed time limit as per official railway refund rules,Station Master,High,High,131,23
Medical Assistance,A pregnant woman passenger is in active labor and needs urgent emergency medical help and should be taken to nearest hospital immediately,Station Master,High,Critical,137,22
Passenger Amenities,There is no reading light provided above the berth making it impossible to read books or work on laptop during night hours,Maintenance Staff,Low,Low,122,22
Coach - Maintenance,The seat cushion padding is completely worn out flat and very uncomfortable causing back pain and discomfort during long journey hours,Maintenance Staff,Medium,Medium,134,21
Medical Assistance,Urgent medical help needed for elderly passenger.,Station Master,High,High,49,7
Punctuality,"Due to technical issues, the journey is delayed by too long.",Station Master,Medium,Medium,60,11
Medical Assistance,A passenger has suffered serious head injury bleeding from a fall and must have immediate first aid bandaging and medical treatment urgently,Station Master,High,Critical,140,22
Staff Behaviour,The issue was issue when I issue.,Station Master,High,Critical,33,7
Water Availability,Water is continuously leaking from the ceiling pipes onto the berths below soaking bedding and making it impossible to sleep comfortably,Maintenance Staff,High,Critical,136,21
Passengers Behaviour,A group is very singing loudly and clapping hands continuously disturbing others who want to rest quietly or sleep during the night journey,TTE Staff,Medium,Medium,139,23
Electrical Equipment,There are dangerous sparks coming from the electrical socket outlet which is very dangerous fire hazard and could electrocute passengers touching it,Maintenance Staff,High,Critical,148,22
Unreserved Ticketing,Refund was issue despite issue.,TTE Staff,High,High,31,5
Bed Roll,I am reporting that no bedding was provided to me even after making full payment at the time of ticket booking and staff refuses to give any,TTE Staff,High,High,140,27
Electrical Equipment,The power backup supply system has completely failed and there is no electricity in the coach even though train is moving normally,Maintenance Staff,High,Critical,130,22
Staff Behaviour,The ticket checker TTE demanded a bribe money for allotting me a seat despite having valid ticket which is corruption and should be reported,Station Master,High,Critical,140,24
Passengers Behaviour,A group is issue in the coach despite issue.,TTE Staff,Low,Low,44,9
Catering,I was deliberately charged extra money for simple food items that are heavily overpriced compared to the standard menu rate card displayed,Catering Staff,Medium,Medium,138,22
